Change Order | 89480 | - | RT-50003308 | IT-50017116 | Approve | doug.hewitt | Accept - Change Owner
Change Order | 88672 | - | RT-60001942 | IT-60010344 | Approve | amy.brown | Accept - Site Head of Quality - Elkton
Change Order | 88672 | - | RT-60001942 | IT-60010347 | Approve | amy.brown | Implement - Subject Matter Expert
Change Order | 88672 | - | RT-60001942 | IT-60010345 | Approve | amy.brown | Implement - Training
Change Order | 88672 | - | RT-60001942 | IT-60010346 | Approve | amy.brown | Implement - Non-Product Software
Change Order | 88672 | - | RT-60001942 | IT-60010336 | Approve | amy.brown | Implement - Quality Management Associate
Change Order | 88672 | - | RT-60001942 | IT-60010334 | Approve | amy.brown | Accept - Change Owner
Change Order | 88672 | - | RT-60001942 | IT-60010337 |  | amy.brown | Implement - Configuration Manager
Change Order | 88672 | - | RT-60001942 | IT-60010335 | Approve | amy.brown | Implement - Production Supervisor
Change Order | 91540 | - | RT-60004826 | IT-60025824 | Approve | kevin.bemis | Approved - Originator
Change Order | 91540 | - | RT-60004826 | IT-60025825 | Approve | kevin.bemis | Approved - Configuration Mgr
Change Order | 91540 | - | RT-60004827 | IT-60025826 | Approve | kevin.bemis | Accept - Accepter
Change Order | 91540 | - | RT-60004827 | IT-60025827 |  | kevin.bemis | Accept - SQE
Change Order | 91540 | - | RT-60004827 | IT-60025828 |  | kevin.bemis | Accept - Materials Mgt
Change Order | 91340 | - | RT-60003773 | IT-60019744 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 91340 | - | RT-60003773 | IT-60019743 | Approve | jennifer.seagraves | Approved - SQE
Change Order | 91340 | - | RT-60003773 | IT-60019746 | Approve | jennifer.seagraves | Approved - Configuration Manager
Change Order | 91340 | - | RT-60003773 | IT-60019745 | Approve | jennifer.seagraves | Approved - Originator
Change Order | 91340 | - | RT-60003774 | IT-60019748 |  | jennifer.seagraves | Accept - SQE
Change Order | 91340 | - | RT-60003774 | IT-60019749 |  | jennifer.seagraves | Accept - Change Owner
Change Order | 91340 | - | RT-60003774 | IT-60019747 |  | jennifer.seagraves | Accept - Buyer
Change Order | 90801 | - | RT-60005665 | IT-60030521 | Approve | amy.brown | Approved - Regulatory
Change Order | 90801 | - | RT-60005665 | IT-60030523 | Approve | amy.brown | Approved - CAD Checker
Change Order | 90801 | - | RT-60005665 | IT-60030524 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 90801 | - | RT-60005665 | IT-60030525 | Approve | amy.brown | Approved - Originator
Change Order | 90801 | - | RT-60005665 | IT-60030522 | Approve | amy.brown | Approved - SQE
Change Order | 90801 | - | RT-60005665 | IT-60030526 | Approve | amy.brown | Approved - Technical Content Drawing Approver
Change Order | 90801 | - | RT-60005666 | IT-60030529 |  | amy.brown | Accept - Change Owner
Change Order | 90801 | - | RT-60005666 | IT-60030530 |  | amy.brown | Accept - Planner
Change Order | 90801 | - | RT-60005666 | IT-60030527 |  | amy.brown | Accept - Buyer
Change Order | 90801 | - | RT-60005666 | IT-60030528 | Approve | amy.brown | Accept - Planned
Change Order | 91032 | - | RT-60005162 | IT-60027785 | Approve | georgia.eierman | Approved - Regulatory
Change Order | 91032 | - | RT-60005162 | IT-60027783 | Approve | georgia.eierman | Approved - Originator
Change Order | 91032 | - | RT-60005162 | IT-60027784 | Approve | georgia.eierman | Approved - Configuration Mgr.
Change Order | 91032 | - | RT-60005163 | IT-60027790 |  | georgia.eierman | Implement - Configuration Mgr.
Change Order | 91032 | - | RT-60005163 | IT-60027789 |  | georgia.eierman | Implement - Change Owner
Change Order | 91032 | - | RT-60005163 | IT-60027791 |  | georgia.eierman | Implement - Product SME
Change Order | 91032 | - | RT-60005163 | IT-60027786 | Approve | georgia.eierman | Accept - Service Mgr.
Change Order | 91032 | - | RT-60005163 | IT-60027788 | Approve | georgia.eierman | Accept - Planned
Change Order | 91032 | - | RT-60005163 | IT-60027787 | Approve | georgia.eierman | Accept - Change Owner
Change Order | 91602 | - | RT-60004959 | IT-60026583 | Approve | jennifer.seagraves | Accept - Change Owner
Change Order | 91602 | - | RT-60004959 | IT-60026584 | Approve | jennifer.seagraves | Accept - SQE
Change Order | 91602 | - | RT-60004959 | IT-60026587 | Approve | jennifer.seagraves | Implement - SME
Change Order | 91602 | - | RT-60004959 | IT-60026585 | Approve | jennifer.seagraves | Accept - Buyer
Change Order | 91602 | - | RT-60004959 | IT-60026588 |  | jennifer.seagraves | Implement - Configuration Manager
Change Order | 91602 | - | RT-60004959 | IT-60026586 |  | jennifer.seagraves | Implement - Change Owner
Change Order | 91602 | - | RT-60004959 | IT-60026589 |  | jennifer.seagraves | Implement - Regulatory
Change Order | 91602 | - | RT-60004958 | IT-60026581 | Approve | jennifer.seagraves | Approved - Configuration Manager
Change Order | 91602 | - | RT-60004958 | IT-60026582 | Approve | jennifer.seagraves | Approved - SQE
Change Order | 91602 | - | RT-60004958 | IT-60026580 | Approve | jennifer.seagraves | Approved - Originator
Change Order | 91602 | - | RT-60004958 | IT-60026579 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 91450 | - | RT-60005726 | IT-60030936 | Approve | kevin.bemis | Accept - Buyer
Change Order | 91450 | - | RT-60005726 | IT-60030935 | Approve | kevin.bemis | Accept - Change Owner
Change Order | 91450 | - | RT-60005726 | IT-60030937 | Approve | kevin.bemis | Accept - SQE
Change Order | 91450 | - | RT-60005726 | IT-60030939 | Approve | kevin.bemis | Accept - Planner
Change Order | 91450 | - | RT-60005726 | IT-60030940 |  | kevin.bemis | Implement - Configuration Mgr
Change Order | 91450 | - | RT-60005726 | IT-60030941 |  | kevin.bemis | Implement - Change Owner
Change Order | 91450 | - | RT-60005726 | IT-60030938 | Approve | kevin.bemis | Accept - Buyer
Change Order | 91450 | - | RT-60005726 | IT-60030943 | Approve | kevin.bemis | Implement - Product SME
Change Order | 91450 | - | RT-60005726 | IT-60030942 | Approve | kevin.bemis | Implement - Project Manager
Change Order | 91450 | - | RT-60005725 | IT-60030930 | Approve | kevin.bemis | Approved - Configuration Mgr
Change Order | 91450 | - | RT-60005725 | IT-60030932 | Approve | kevin.bemis | Approved - SQE
Change Order | 91450 | - | RT-60005725 | IT-60030931 | Approve | kevin.bemis | Approved - Originator
Change Order | 91450 | - | RT-60005725 | IT-60030934 | Approve | kevin.bemis | Approved - Graphics
Change Order | 91450 | - | RT-60005725 | IT-60030933 | Approve | kevin.bemis | Approved - Regulatory
Change Order | 91582 | - | RT-60005722 | IT-60030898 | Approve | kevin.bemis | Approved - Originator
Change Order | 91582 | - | RT-60005722 | IT-60030899 | Approve | kevin.bemis | Approved - SQE
Change Order | 91582 | - | RT-60005722 | IT-60030901 | Approve | kevin.bemis | Approved - Technical Content Drawing Approver
Change Order | 91582 | - | RT-60005722 | IT-60030902 | Approve | kevin.bemis | Approved - Regulatory
Change Order | 91582 | - | RT-60005722 | IT-60030900 | Approve | kevin.bemis | Approved - CAD Reviewer
Change Order | 91582 | - | RT-60005722 | IT-60030903 | Approve | kevin.bemis | Approved - Configuration Mgr
Change Order | 91582 | - | RT-60005723 | IT-60030904 | Approve | kevin.bemis | Accept - SQE
Change Order | 91582 | - | RT-60005723 | IT-60030905 | Approve | kevin.bemis | Accept - Change Owner
Change Order | 91582 | - | RT-60005723 | IT-60030907 | Approve | kevin.bemis | Implement - Product SME
Change Order | 91582 | - | RT-60005723 | IT-60030906 | Approve | kevin.bemis | Accept - Buyer
Change Order | 91582 | - | RT-60005723 | IT-60030908 |  | kevin.bemis | Implement - Change Owner
Change Order | 91582 | - | RT-60005723 | IT-60030909 |  | kevin.bemis | Implement - Configuration Mgr
Change Order | 90064 | - | RT-60002617 | IT-60013675 |  | mike.impellizzeri | Accept - Buyer
Change Order | 90064 | - | RT-60002617 | IT-60013676 | Approve | mike.impellizzeri | Accept - EM Supervisor
Change Order | 90064 | - | RT-60002617 | IT-60013678 | Approve | mike.impellizzeri | Accept - Change Owner
Change Order | 90064 | - | RT-60002617 | IT-60013677 | Approve | mike.impellizzeri | Accept - Planned
Change Order | 90064 | - | RT-60002616 | IT-60013670 | Approve | mike.impellizzeri | Approved - CAD
Change Order | 90064 | - | RT-60002616 | IT-60013671 | Approve | mike.impellizzeri | Approved - Configuration Manager
Change Order | 90064 | - | RT-60002616 | IT-60013669 | Approve | mike.impellizzeri | Approved - Regulatory
Change Order | 90064 | - | RT-60002616 | IT-60013672 | Approve | mike.impellizzeri | Approved - Originator
Change Order | 90064 | - | RT-60002616 | IT-60013673 | Approve | mike.impellizzeri | Approved - Technical Content Drawing Approver
Change Order | 90064 | - | RT-60002616 | IT-60013674 | Approve | mike.impellizzeri | Approved - SQE
Change Order | 86575 | - | RT-50007122 | IT-50036760 | Approve | jessica.smotherman | Accept - EM Supervisor
Change Order | 86575 | - | RT-50007122 | IT-50036761 |  | jessica.smotherman | Implement - Change Owner / Author
Change Order | 86575 | - | RT-50007122 | IT-50036766 | Approve | jessica.smotherman | Accept - Training
Change Order | 86575 | - | RT-50007122 | IT-50036764 | Approve | jessica.smotherman | Accept - Planned
Change Order | 86575 | - | RT-50007122 | IT-50036762 | Approve | jessica.smotherman | Implement - Training
Change Order | 86575 | - | RT-50007122 | IT-50036763 |  | jessica.smotherman | Implement - Configuration Manager
Change Order | 86575 | - | RT-50007122 | IT-50036765 | Approve | jessica.smotherman | Accept - Change Owner
Change Order | 86575 | - | RT-50007122 | IT-50036768 | Approve | jessica.smotherman | Implement - DHF Implementer
Change Order | 86575 | - | RT-50007122 | IT-50036769 | Approve | jessica.smotherman | Implement - Project Manager
Change Order | 86575 | - | RT-50007122 | IT-50036767 | Approve | jessica.smotherman | Implement - Quality Management Associate (CAPA)
Change Order | 86575 | - | RT-50007122 | IT-50036771 | Approve | jessica.smotherman | Implement - EM Supervisor
Change Order | 86575 | - | RT-50007122 | IT-50036770 | Approve | jessica.smotherman | Implement - DHF Implementer
Change Order | 86575 | - | RT-50007121 | IT-50036759 | Approve | jessica.smotherman | Approved - Training
Change Order | 86575 | - | RT-50007121 | IT-50036758 | Approve | jessica.smotherman | Approved - Initiator
Change Order | 86575 | - | RT-50007121 | IT-50036757 | Approve | jessica.smotherman | Approved - Configuration Manager
Change Order | 86575 | - | RT-50007121 | IT-50036756 | Approve | jessica.smotherman | Approved - Regulatory
Change Order | 90944 | - | RT-60003558 | IT-60018638 | Approve | sasikumar.gopalasamy | Approved - Originator
Change Order | 90944 | - | RT-60003558 | IT-60018639 | Approve | sasikumar.gopalasamy | Approved - Regulatory
Change Order | 90944 | - | RT-60003558 | IT-60018637 | Approve | sasikumar.gopalasamy | Approved - Configuration Manager
Change Order | 90944 | - | RT-60003558 | IT-60018640 | Approve | sasikumar.gopalasamy | Approved - SQE
Change Order | 90944 | - | RT-60003559 | IT-60018643 |  | sasikumar.gopalasamy | Accept - Buyer
Change Order | 90944 | - | RT-60003559 | IT-60018641 |  | sasikumar.gopalasamy | Accept - SQE
Change Order | 90944 | - | RT-60003559 | IT-60018642 |  | sasikumar.gopalasamy | Accept - Change owner
Change Order | 89180 | - | RT-50003451 | IT-50017773 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 89180 | - | RT-50003451 | IT-50017774 | Approve | janie.eskuri | Approved - Supplier Quality Engineering
Change Order | 89180 | - | RT-50003451 | IT-50017772 | Approve | janie.eskuri | Approved - Originator
Change Order | 89180 | - | RT-50003451 | IT-50017776 | Approve | janie.eskuri | Approved - Regulatory
Change Order | 89180 | - | RT-50003451 | IT-50017775 | Approve | janie.eskuri | Approved - Post Market Engineering
Change Order | 89180 | - | RT-50003452 | IT-50017778 | Approve | janie.eskuri | Accept - Change Owner
Change Order | 89180 | - | RT-50003452 | IT-50017780 | Approve | janie.eskuri | Implement - SME
Change Order | 89180 | - | RT-50003452 | IT-50017777 | Approve | janie.eskuri | Accept - Planner/Buyer
Change Order | 89180 | - | RT-50003452 | IT-50017781 |  | janie.eskuri | Implement - Change Owner
Change Order | 89180 | - | RT-50003452 | IT-50017779 | Approve | janie.eskuri | Implement - Planner/Buyer
Change Order | 89180 | - | RT-50003452 | IT-50017782 |  | janie.eskuri | Implement - Configuration Mgr
Change Order | 91589 | - | RT-60004118 | IT-60021728 | Approve | amy.brown | Approved - Originator
Change Order | 91589 | - | RT-60004118 | IT-60021729 | Approve | amy.brown | Approved - Regulatory
Change Order | 91589 | - | RT-60004118 | IT-60021730 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 91589 | - | RT-60004119 | IT-60021732 | Approve | amy.brown | Accept - Production Supervisor
Change Order | 91589 | - | RT-60004119 | IT-60021733 | Approve | amy.brown | Accept - Planned
Change Order | 91589 | - | RT-60004119 | IT-60021735 |  | amy.brown | Implement - Change Owner
Change Order | 91589 | - | RT-60004119 | IT-60021734 | Approve | amy.brown | Accept - Planner
Change Order | 91589 | - | RT-60004119 | IT-60021736 | Approve | amy.brown | Implement - DHF Implementer
Change Order | 91589 | - | RT-60004119 | IT-60021737 |  | amy.brown | Implement - Configuration Manager
Change Order | 91589 | - | RT-60004119 | IT-60021731 | Approve | amy.brown | Accept - Change Owner
Change Order | 91296 | - | RT-60004925 | IT-60026402 | Approve | jennifer.butler | Approved - Configuration Mgr.
Change Order | 91296 | - | RT-60004925 | IT-60026399 | Approve | jennifer.butler | Approved - SQE
Change Order | 91296 | - | RT-60004925 | IT-60026401 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 91296 | - | RT-60004925 | IT-60026398 | Approve | jennifer.butler | Approved - SQE
Change Order | 91296 | - | RT-60004925 | IT-60026400 | Approve | jennifer.butler | Approved - Originator
Change Order | 91296 | - | RT-60004926 | IT-60026403 |  | jennifer.butler | Accept - SQE
Change Order | 91296 | - | RT-60004926 | IT-60026404 |  | jennifer.butler | Accept - Buyer
Change Order | 91296 | - | RT-60004926 | IT-60026405 |  | jennifer.butler | Accept - Change Owner
Change Order | 91092 | - | RT-60004674 | IT-60025037 | Approve | mary.wesoloski | Approved - Configuration Mgr.
Change Order | 91092 | - | RT-60004674 | IT-60025038 | Approve | mary.wesoloski | Approved - Regulatory
Change Order | 91092 | - | RT-60004674 | IT-60025036 | Approve | mary.wesoloski | Approved - Originator
Change Order | 91092 | - | RT-60004675 | IT-60025042 |  | mary.wesoloski | Implement - Configuration Mgr.
Change Order | 91092 | - | RT-60004675 | IT-60025040 | Approve | mary.wesoloski | Accept - Planned
Change Order | 91092 | - | RT-60004675 | IT-60025041 | Approve | mary.wesoloski | Accept - Change Owner
Change Order | 91092 | - | RT-60004675 | IT-60025043 |  | mary.wesoloski | Implement - Change Owner
Change Order | 91092 | - | RT-60004675 | IT-60025039 | Approve | mary.wesoloski | Accept - Service Mgr.
Change Order | 91092 | - | RT-60004675 | IT-60025045 | Approve | mary.wesoloski | Implement - Product SME - EM
Change Order | 91092 | - | RT-60004675 | IT-60025046 | Approve | mary.wesoloski | Implement - Product SME - Sternal Saw
Change Order | 91092 | - | RT-60004675 | IT-60025044 | Approve | mary.wesoloski | Implement - Product SME - CDI
